Rattings,Reviews
4,Received phone today.. Quite nice phone. Need to learn how to take pictures with 50mb cam.. All good
1,"Its very simple, ""I shouldn't have bought this mobile"""
5,Excellent mobile phoneExcellent cameraGood battery lifeExcellent displayAll things are excellent in the mobile go for it ....
5,"Battery backup was nice. Yes it does take a bit longer to charge, but at least in my case that wasn't a problem.Camera was nice unlike the other comments I read before I bought the phone. There are some problems though. The fingerprint sensor is terrible. Sometimes it just wouldn't open (that happens rarely but it does happen) and I would have to put the pin manually.Design looks great, display looks great. I didn't face any brightness issues outdoors so no regret of buying it.The stereo speakers are just fine, and so far the phone never heated up after charging or game usage.It ticked all my boxes."
1,"Please don't buy these cheap and worst camera mobile. Company claims 1st 50 MP camera , which takes picture worse than 5 mp camera. Need explanation from Amazon for giving wrong information to customers and cheating with seller. I'll give -5 for camera quality"
1,Wrost phone plzz not buy waste of money camera quality is very bad only features showen highlightly but they or not according to as they are shown 50 mg camera like 13 megapixel selfie camera is wrost in light mode you feel camera is wrost dark photos are click
1,"So many issues with this model, I have used many mi phones but this is the fist time I have faced so many issues with this model, fist of all about camera, front camera is very poor clarity, 2nd is wifi signal strength receiving is also poor, so many lags in miui 12.5, contact & dailing Google app has so many issues, mi dailing & contact's was very good and user friendly why I don't know that was changed to Google app, I didn't like Google contact app and it has so many issues, and there are so many software issues in 12.5 update also. I am a big fan of mi products & after using this model I changed my mind & want to shift to other company. In that way the phone model has impacted me. Finally I sincere suggestion you don't buy this model if you are using this phone for video calls at least."
5,overall very nice product
5,Best in the market till nowPrevious I had a Note 7 pro that was too fabulousNow I own a 10 prime🤩🤩🤩
1,The camera stands out and is a bit better when compared with a VGA cam on a feature phone.
1,High price low quality
3,"I bought this Redmi 10 Prime during Great Indian Festival. Order received 4th October. Packaging is good.About Redmi 10 Prime:Pros :Good screen size, Primary camera, battery backup as used for 3 days on first charge,body dimensions etcCons:Selfie camera 8 megapixel as in catalogue,but I disappointed in room light ,it gives a dull image. I have Asus Zenfone 3 Max having 5Mp gives a clear photo in selfie 🤳 .  I have a 3 Star 🌟 ating  for the overall Mobile Phone, Fingerprint and Face unlock not set.Will review again after 3 months. Price can be reduced to 13000 for 6 GB 128 GB phone. As I got a feedback that phone is selling at same rate at local mobile shops, then why advertising best year offer.."
1,I bought this phone only coz it has 50mp camera but it's been a week I have using the phone and it's totally totally worst camera ever.. Any 10year old basic camera phone is better than this.Along time this even the performance is not great or would be usuable for any basic games..Pricing is too highOnly power backup is goodPlease don't buy this phone
5,Nice...thanq
4,"Call recording built-in feature is pathetic as user has to manually click on call record option for each call while the call is going on, then it notifies both caller and receiver saying this call is being recorded which really sounds awkward and the apps available in play store for auto call recording does not work....please don't buy this mobile if you need to auto record calls.Other than this rest of the features are as expected for this price range"
1,Don't wait for updates. Go for other models.Update won't change this product. Build quality not all good.We are fool already purchased. You guys aware of this.Only positive about this phone is battery.
2,All features is so good but camera is very poor
1,Both 13 MP and 5MP Camera quality is good. Have lot of pre installed apps. But can be uninstalled if not required. Overall good performance . I am using Asus zenfone max and according to me far better than Asus except Camera quality. It comes in 5000 mah battery and one can't get a better option at this price range. Go for it. It's really goodAfter one week useEdit:- please don't buy this phone. It hangs a lot and sometimes there is problem in touch screen.
4,If you are looking for low budget phone this can be a good choice for you.If you wanna android phone just for day to day work then it's really good.On playing heavy games it will hange obviously. Camera is fine at this range. When you start your new device it take some time but later it will work smoothly.Phone is light weight with a good look
5,"Excellent mobile for daily use @7500/-. Don't belive in negative reviews at all. If course the product parts made in China, entire assembly, software all are of India. Even this mobile have no bloat ware or Chinese apps and it's 3gb variant is excellent and black colour looks great.Camera is good at it's price range and has autofocus and AI potrait feature.Regarding battery is really huge and with normal daily usage it lasts for about 24 hrs as of my experience. With heavy usage and gaming it lasts for 7-10 hrs.Regarding gaming, since it has gaming processor helio G25 (equal to Snapdragon 625), and it's hyperdrive technology, no lag in gaming and better network connectivity makes games more aweful.Overall product is excellent at it's price range."
5,"If I started to rating it's all features, it will as followed (Out of 5 🌟):Processor ⭐⭐⭐⭐Display ⭐ ⭐⭐⭐⭐Battery ⭐⭐⭐⭐⭐Sound in loud ⭐⭐⭐Sound in 3.5 mm cord ⭐⭐⭐⭐⭐Camera Selfie ⭐⭐⭐Camera Back ⭐⭐⭐⭐Networking ⭐⭐⭐⭐⭐Lack:There is no Fingers print sensor locked.There is no Back cover in the box.Camera quality not so good."
1,Battery is getting drained out quite fast. 7% in an hr. with half an hr of usage. Camera is also poor. Charging is very slow that was known though. First point is troubling!
5,Worst phone.. overall performance is just bakwaz....don't buy...always hangs
4,"I purchased it for my Mother, Decent product in this price range.* Looks beautiful and elegant.*Initial Performance is good for a normal user and clipped to be alright for everday use. not recommended for gamers.*  Front and back cameras are avarage and good in this price range. AI based potrate mode works fine. In this price range this is fine so far.* Bigger display and fairly decent and good enough for videos.*Most of the preloaded apps are uninstallabe and storage management is also decent.*Battery is main pro to be highlighted, in this price range 5000mah battery is superb and does it job.*Sound is crisp and clear and call quality is also decent**Main Con : Charger included in the box is not 10W as xiaomi advertised and it is a normal 5W. It make a littlr bit time to juice up 5000 mah battery."
3,"Not as good as redmi 8a, no type C , no fast charge, sound is low compared to remi 8a, display is also poor compared to redmi 8a , camera is nonsense. you should by redmi 8a or 8a dual.You can buy this if above are not problematic to you....... As this phone cost 1k lesss then other"
1,"Review after one-day full usage and 28 days of usage. overall I am very disappointed with this phone. 😞. I never expected such a phone from MI.  Mi is cheating people by providing a low-quality display. If I have an option to return this Phone 📱, definitely I will return.Pros: Battery - Battery backup is a fantastic feature of this phone. One day full use drained only 29% 😀. The phone is too lightweight ☺️ and very handy😄 Not felt any heating issue while charging and after long hours of usage. 😃.Cons :All apps are lagging.Camera - The camera quality is poor, both front and back camera. 😭GPU - Graphics processor PowerVR GE820 can't draw even a single circle properly. 😠😠.High-quality video & image rendering are also unsatisfactory.Processor - Mediatek Helio G25 is processor is not sufficient for this phone. 😥. Not feeling the benefits of 2GHz clock speed.Display - Size of the display is quite good 👍But it has only 267 PPI. Even Redmi 4A (released in Nov 2016) has 296 PPI. 😠Display quality is too poor. 😫 Very cheap quality display.Ignorable Missing features -  No fingerprint sensor. 🥺  No led in front of the display.😰Major Missing features -  No gorilla glass protection 😥If you planning to buy a phone within a low budget you can choose the next segment of phones with HelioG35 or above🤗 with at least above 290 PPI.Considering all factors, this is not a budget phone and Don't Buy."
3,"COVID 19 drastically changed everything. Looks display value for the money but performance is very low I haven't installed any single app but phone lags a lot. But in this present situation it is the best phone for online classes. Camera is good, battery is awesome. So decide your choice"
1,"Compass is not working, showing error as required sensor are not available,And everything is fine."
1,Made in china...The country of origin should be mentioned in the description...Returning the Chinese crap
3,Made in China product
1,1. Very bad quality mobile2. Poor display quality(looks very cheap)3. Sound is very low4. Cmaera is like 2mp camera5. Performance is very slow(lag while using phone)6. Will get better mobiles with this price.7. Think 100 times before wasting your money on crap8. No pros at all
3,No finger print....there is vast color difference in picture & actual . there is no matching in SEA BLUE color. piece received with DARK Blue colorotherwise good gadget at this price.
4,Quite goodBattery and build quality is betterBut camera and speakers are okok.
3,"This is not value for money product because this product have 1k gst which is make hiked priceMi Apps which is un-necessary apps which is take space in storage and you can also deleted system apps and mi app through adb fastboot tools.Back design is very good n beautiful and also have texture liked finish since they r polycarbonate body which is doesn't upset me.Aspect Ratio Of Display is bad in redmi A's Series.Need Improvement.Processor is best for browsering , social networkingThis processor (G25) can be Pubg lite But after 15 mins played they started heating.Battery capacity is awesome ♥️ no need to say. brightness level is good and it also handle with sun. Recommendation for online studying or nornal uses"
5,Screen is big and crisp battery backup is great. You can find lag here and there but manageable don't expect gaming in this phone. Camera is below average. All together phone feels premium in look with below average performance. If tou are planning to buy in this budget no phone will beat this phone.
3,"Points to be noted:👉 The sound output of this phone is quite low as compared to other Redmi phones.👉 This phone is much longer than other Redmi phones which can make it difficult to carry.👉 Xiaomi previously provided IR blaster on its budget phones. It is now extinct in their budget phones.👉 Xiaomi started giving ""Type-C"" port by upgrading its budget phones from Micro USB port, but after buying this phone I feel that now they have shifted to ""Micro USB"" port again.👉 After purchasing this phone, I have understood very well that Xiaomi has cut prices in this phone."
5,"Best phone @6800 Rs.Suitable for Parents and kids for online study.Has no standard features like fingerprint scanner, dual camera, IR blaster, type C charging port, no back cover.But at this price in COVID situation, it's the best. Display is huge(20:9).Camera is above par.Performance is good.Overall best package.5/5 for Rs.6800."
5,"Bought 3gb 32gb sea blue variant.Very nice and smooth looking phone.Runs smoothly without any hiccups.The blue color is so amazing.Doesn't heat with prolonged use.Amazing battery, drains slowly and charges quickly.Display is very good.Quick delivery.Overall a must buy."
3,Good battery. But phone hangs a.lot. need to restart multiple times
2,Do not go for it...First mobile from Redmi who have lots of issue...I boot my phone and it hang... Touch not working properly...screen is largeSlow working.....
5,It's a beast in its segment. I was little worried about G25 but it handles daily tasks well. Take the 3GB variant as 2gb may feel sluggish. It's not built for gaming. Si gamers stay away. Peace!
3,Weary good product  very fast delivery
5,"Nice phone, looks pretty.good backup of battery Thanks Amazon"
2,Phone is good. But it is made in China
4,"Good mobile,in this corona times if we want quality product for basic regular usage,this Redmi 9a 3 gb /32 bestCamera is average like all entry-level mobiles,Redmi might send an update for small big fixes like every new mobile launch,gcam till now not available,with that quality of camera increasesDesign display very good,slim tall mobileBattery very good,takes 2.5 hours for full charge,so better charge when 40 % battery left.People who are planning to buy 4 gb /64 gb Redmi 9a,don't take it ,best to go for Redmi 9 as we get finger print scanner, slightly better speed,camera and build quality for just 700rs moreSpeed of Redmi 9a is good for 3- 4 appsCons:No gorilla glass protectionNo Secondary noise cancelling mic,this is big mistake by redmi as they give in every mobileNo Finger print scannerFinally under 10,000 rs all Redmi 9 series mobiles are very best as they provide 4 gb ram variant in very price segment,only option we have"
5,Loved it but it is a bit heavy because of the battery and the run time is absolutely the best suits for my work camera is okay but hey I didn't expect the camera to be a dslr so no complaints there anybody who really want a budget phone just go for it
1,"I got a brand new redmi 9A with too much bad experience. From unboxing its not work properly. Even camera graphics and result very very worst. Also return option not available. You can replace only. So, please don't buy this worst product. Even for first time im facing that amazon support also not supporting in this issue. I've told amazon to return this but they suggest n replied for only replacement.  Very very bad experience for first time in amazon."
3,"Purchased the 3gb variant of redmi 9a. Following is the review based on 1day of usageProsDisplay and battery backupOuter designLatest Android 10 based miui 12Back cover looks sturdy (less chances of falling off your hand)ConsPolycarbonate back cover vibrates when phone is on full volumeNo fast charging, takes 2 hr 45 minutes to fully chargeNo notification light (a big bummer)No Gorilla glass protectionNo fingerprint sensor however face unlock works fineVerdictA decent entry level phone however no need to exchange if u r using redmi 8a. If you can squeeze in a few more bucks, then there are many good phone for 9k."
5,Wow
4,"This phone is only good for parents who are using whatsapp, facebook, youtube, calling, etc...*Camera is average. You get average photos on day time.*Ram management is very bad. You can only run upto 2apps simultaneously 😔*go for only 3gb ram variant.*miui is good but some glitch some time.*do not expect huge gaming(maximum temple run level games)*in the lock scrern glance for mi is irritating.*battery is the plus point. For parents it last upto 1 weak. (Minimum use)*display is good.*front cam is also good. Good clariry while video calling.*no fast charging.*single speaker performs well.My personal suggession I bought it for me first but its not suitable me so i gave it to my father 😂he is very happy with it😊"
4,"So here is my honest review on this gadget. I hope you will find it helpful.:)Firstly, Redmi did a great job by introducing cheapest phones with trying to incorporate the features of mid range phones.  5⭐ for thatPros-•Low price, wont get any other phones in this range• Sleek design, handy phone which will easily fit in your hands and gives you a comfortable feel.•Good for basic usage.•Nice processing speed with sufficient storage for a basic use phoneCons:•camera is not so good dont expect your pictures to be like other phones of 12-15k range. Its an OKAY camera. I feel Could have done better for camera :)•Dont support fast charging. Today almost everyone wants fast charging phones as it is the new need for users now.Overall conclusion:  Go for it  if you are looking for basic use⭐"
1,Both 13 MP and 5MP Camera quality is good. Have lot of pre installed apps. But can be uninstalled if not required. Overall good performance . I am using Asus zenfone max and according to me far better than Asus except Camera quality. It comes in 5000 mah battery and one can't get a better option at this price range. Go for it. It's really goodAfter one week useEdit:- please don't buy this phone. It hangs a lot and sometimes there is problem in touch screen.
4,If you are looking for low budget phone this can be a good choice for you.If you wanna android phone just for day to day work then it's really good.On playing heavy games it will hange obviously. Camera is fine at this range. When you start your new device it take some time but later it will work smoothly.Phone is light weight with a good look
5,"Excellent mobile for daily use @7500/-. Don't belive in negative reviews at all. If course the product parts made in China, entire assembly, software all are of India. Even this mobile have no bloat ware or Chinese apps and it's 3gb variant is excellent and black colour looks great.Camera is good at it's price range and has autofocus and AI potrait feature.Regarding battery is really huge and with normal daily usage it lasts for about 24 hrs as of my experience. With heavy usage and gaming it lasts for 7-10 hrs.Regarding gaming, since it has gaming processor helio G25 (equal to Snapdragon 625), and it's hyperdrive technology, no lag in gaming and better network connectivity makes games more aweful.Overall product is excellent at it's price range."
5,"If I started to rating it's all features, it will as followed (Out of 5 🌟):Processor ⭐⭐⭐⭐Display ⭐ ⭐⭐⭐⭐Battery ⭐⭐⭐⭐⭐Sound in loud ⭐⭐⭐Sound in 3.5 mm cord ⭐⭐⭐⭐⭐Camera Selfie ⭐⭐⭐Camera Back ⭐⭐⭐⭐Networking ⭐⭐⭐⭐⭐Lack:There is no Fingers print sensor locked.There is no Back cover in the box.Camera quality not so good."
1,Battery is getting drained out quite fast. 7% in an hr. with half an hr of usage. Camera is also poor. Charging is very slow that was known though. First point is troubling!
5,Worst phone.. overall performance is just bakwaz....don't buy...always hangs
4,"I purchased it for my Mother, Decent product in this price range.* Looks beautiful and elegant.*Initial Performance is good for a normal user and clipped to be alright for everday use. not recommended for gamers.*  Front and back cameras are avarage and good in this price range. AI based potrate mode works fine. In this price range this is fine so far.* Bigger display and fairly decent and good enough for videos.*Most of the preloaded apps are uninstallabe and storage management is also decent.*Battery is main pro to be highlighted, in this price range 5000mah battery is superb and does it job.*Sound is crisp and clear and call quality is also decent**Main Con : Charger included in the box is not 10W as xiaomi advertised and it is a normal 5W. It make a littlr bit time to juice up 5000 mah battery."
3,"Not as good as redmi 8a, no type C , no fast charge, sound is low compared to remi 8a, display is also poor compared to redmi 8a , camera is nonsense. you should by redmi 8a or 8a dual.You can buy this if above are not problematic to you....... As this phone cost 1k lesss then other"
1,"Review after one-day full usage and 28 days of usage. overall I am very disappointed with this phone. 😞. I never expected such a phone from MI.  Mi is cheating people by providing a low-quality display. If I have an option to return this Phone 📱, definitely I will return.Pros: Battery - Battery backup is a fantastic feature of this phone. One day full use drained only 29% 😀. The phone is too lightweight ☺️ and very handy😄 Not felt any heating issue while charging and after long hours of usage. 😃.Cons :All apps are lagging.Camera - The camera quality is poor, both front and back camera. 😭GPU - Graphics processor PowerVR GE820 can't draw even a single circle properly. 😠😠.High-quality video & image rendering are also unsatisfactory.Processor - Mediatek Helio G25 is processor is not sufficient for this phone. 😥. Not feeling the benefits of 2GHz clock speed.Display - Size of the display is quite good 👍But it has only 267 PPI. Even Redmi 4A (released in Nov 2016) has 296 PPI. 😠Display quality is too poor. 😫 Very cheap quality display.Ignorable Missing features -  No fingerprint sensor. 🥺  No led in front of the display.😰Major Missing features -  No gorilla glass protection 😥If you planning to buy a phone within a low budget you can choose the next segment of phones with HelioG35 or above🤗 with at least above 290 PPI.Considering all factors, this is not a budget phone and Don't Buy."
3,"COVID 19 drastically changed everything. Looks display value for the money but performance is very low I haven't installed any single app but phone lags a lot. But in this present situation it is the best phone for online classes. Camera is good, battery is awesome. So decide your choice"
1,"Compass is not working, showing error as required sensor are not available,And everything is fine."
1,Made in china...The country of origin should be mentioned in the description...Returning the Chinese crap
3,Made in China product
1,1. Very bad quality mobile2. Poor display quality(looks very cheap)3. Sound is very low4. Cmaera is like 2mp camera5. Performance is very slow(lag while using phone)6. Will get better mobiles with this price.7. Think 100 times before wasting your money on crap8. No pros at all
3,No finger print....there is vast color difference in picture & actual . there is no matching in SEA BLUE color. piece received with DARK Blue colorotherwise good gadget at this price.
4,Quite goodBattery and build quality is betterBut camera and speakers are okok.
3,"This is not value for money product because this product have 1k gst which is make hiked priceMi Apps which is un-necessary apps which is take space in storage and you can also deleted system apps and mi app through adb fastboot tools.Back design is very good n beautiful and also have texture liked finish since they r polycarbonate body which is doesn't upset me.Aspect Ratio Of Display is bad in redmi A's Series.Need Improvement.Processor is best for browsering , social networkingThis processor (G25) can be Pubg lite But after 15 mins played they started heating.Battery capacity is awesome ♥️ no need to say. brightness level is good and it also handle with sun. Recommendation for online studying or nornal uses"
5,Screen is big and crisp battery backup is great. You can find lag here and there but manageable don't expect gaming in this phone. Camera is below average. All together phone feels premium in look with below average performance. If tou are planning to buy in this budget no phone will beat this phone.
3,"Points to be noted:👉 The sound output of this phone is quite low as compared to other Redmi phones.👉 This phone is much longer than other Redmi phones which can make it difficult to carry.👉 Xiaomi previously provided IR blaster on its budget phones. It is now extinct in their budget phones.👉 Xiaomi started giving ""Type-C"" port by upgrading its budget phones from Micro USB port, but after buying this phone I feel that now they have shifted to ""Micro USB"" port again.👉 After purchasing this phone, I have understood very well that Xiaomi has cut prices in this phone."
5,"Best phone @6800 Rs.Suitable for Parents and kids for online study.Has no standard features like fingerprint scanner, dual camera, IR blaster, type C charging port, no back cover.But at this price in COVID situation, it's the best. Display is huge(20:9).Camera is above par.Performance is good.Overall best package.5/5 for Rs.6800."
5,"Bought 3gb 32gb sea blue variant.Very nice and smooth looking phone.Runs smoothly without any hiccups.The blue color is so amazing.Doesn't heat with prolonged use.Amazing battery, drains slowly and charges quickly.Display is very good.Quick delivery.Overall a must buy."
3,Good battery. But phone hangs a.lot. need to restart multiple times
2,Do not go for it...First mobile from Redmi who have lots of issue...I boot my phone and it hang... Touch not working properly...screen is largeSlow working.....
5,It's a beast in its segment. I was little worried about G25 but it handles daily tasks well. Take the 3GB variant as 2gb may feel sluggish. It's not built for gaming. Si gamers stay away. Peace!
3,Weary good product  very fast delivery
5,"Nice phone, looks pretty.good backup of battery Thanks Amazon"
2,Phone is good. But it is made in China
4,"Good mobile,in this corona times if we want quality product for basic regular usage,this Redmi 9a 3 gb /32 bestCamera is average like all entry-level mobiles,Redmi might send an update for small big fixes like every new mobile launch,gcam till now not available,with that quality of camera increasesDesign display very good,slim tall mobileBattery very good,takes 2.5 hours for full charge,so better charge when 40 % battery left.People who are planning to buy 4 gb /64 gb Redmi 9a,don't take it ,best to go for Redmi 9 as we get finger print scanner, slightly better speed,camera and build quality for just 700rs moreSpeed of Redmi 9a is good for 3- 4 appsCons:No gorilla glass protectionNo Secondary noise cancelling mic,this is big mistake by redmi as they give in every mobileNo Finger print scannerFinally under 10,000 rs all Redmi 9 series mobiles are very best as they provide 4 gb ram variant in very price segment,only option we have"
5,Loved it but it is a bit heavy because of the battery and the run time is absolutely the best suits for my work camera is okay but hey I didn't expect the camera to be a dslr so no complaints there anybody who really want a budget phone just go for it
1,"I got a brand new redmi 9A with too much bad experience. From unboxing its not work properly. Even camera graphics and result very very worst. Also return option not available. You can replace only. So, please don't buy this worst product. Even for first time im facing that amazon support also not supporting in this issue. I've told amazon to return this but they suggest n replied for only replacement.  Very very bad experience for first time in amazon."
3,"Purchased the 3gb variant of redmi 9a. Following is the review based on 1day of usageProsDisplay and battery backupOuter designLatest Android 10 based miui 12Back cover looks sturdy (less chances of falling off your hand)ConsPolycarbonate back cover vibrates when phone is on full volumeNo fast charging, takes 2 hr 45 minutes to fully chargeNo notification light (a big bummer)No Gorilla glass protectionNo fingerprint sensor however face unlock works fineVerdictA decent entry level phone however no need to exchange if u r using redmi 8a. If you can squeeze in a few more bucks, then there are many good phone for 9k."
5,Wow
4,"This phone is only good for parents who are using whatsapp, facebook, youtube, calling, etc...*Camera is average. You get average photos on day time.*Ram management is very bad. You can only run upto 2apps simultaneously 😔*go for only 3gb ram variant.*miui is good but some glitch some time.*do not expect huge gaming(maximum temple run level games)*in the lock scrern glance for mi is irritating.*battery is the plus point. For parents it last upto 1 weak. (Minimum use)*display is good.*front cam is also good. Good clariry while video calling.*no fast charging.*single speaker performs well.My personal suggession I bought it for me first but its not suitable me so i gave it to my father 😂he is very happy with it😊"
4,"So here is my honest review on this gadget. I hope you will find it helpful.:)Firstly, Redmi did a great job by introducing cheapest phones with trying to incorporate the features of mid range phones.  5⭐ for thatPros-•Low price, wont get any other phones in this range• Sleek design, handy phone which will easily fit in your hands and gives you a comfortable feel.•Good for basic usage.•Nice processing speed with sufficient storage for a basic use phoneCons:•camera is not so good dont expect your pictures to be like other phones of 12-15k range. Its an OKAY camera. I feel Could have done better for camera :)•Dont support fast charging. Today almost everyone wants fast charging phones as it is the new need for users now.Overall conclusion:  Go for it  if you are looking for basic use⭐"
1,Worst Phone I have seen specs amd buyed it but not satisfied I have samsung m21 mobile which has amoled screen and always on display same they mentioned in this Redmi Note 10s but display clarity is worst than LCD and always on display stays only for 10 sec  .Worst Camera Performnace wise ok Didnt liked this phone and dont trap for technical gimmiks.
3,"All is well but photo quality is very bad. Note 7,9 series is better than note 10s. It's camera need to work on it. It is not capture the details of the photo like previous model of redmi. 48mp camera of Redmi note 9 is very very good than 64mp camera of Redmi note 10s"
4,Good
4,"Phone is tooo good.Battery life is for 15-20 days.Paise toh maine girlfriend se udhar liye hai, wo toh bol rahe hai ki lautane ki jarurat nai hai. Par uss pagli ko ye nai pata ki main sach mein dene wala nai hu.Phone toh mere biwi se bhi halka hai.Baaki camera thoda aur acha hona chaiye tha, wo kya hai na mera ek kaala dost hai uske photo ke liye sarre filter laga ke dekhe, par wo bechara abhi bhi kaala aata hai.Baaki sab mast hai."
1,"I ordered this phone, Redmi note 10s has network signal problem. the voice will break always. I contacted the customer support, i had bought this using 10% off. they are not replacing the phone and asking me to order the phone which is at higher price now. they are saying you can give the review whereever you want. they dont even care about the customer. dont order this product. its waste of money"
1,Don't buy. First ever Redmi product and it's disappointing. Screen doesn't light up when someone calls. (Check attached picture).Fingerprint scanner takes ages and many attempts to respond.Front camera is one of the worst that I have seen in recent times.I don't understand how come such a big company can release a product without proper R&D.
1,Camera quality is very Poor and Display it was saying that Super AMOLED display but it was not worth for it
5,"It's simply superb don't trust any other comments do trust my comment and its genuine comment ,in this price it's best best phone I ever seen"
1,"I purchased this mobile on 24th April with in 2 days i returned this mobile because i had a issue with hearing the opposite person voice. and received a replacement 11th June on that phone i had camera issue.When i open the camera it will automatically get closed and came to back to home screen hence i again returned. Now they said they will refund the amount. This is totally un acceptable.Never expected such a poor service from Amazon and never expected these issues in Redmi mobiles really very much disappointed.Friends, please don't go for this model its my humble request, Thanks"
1,No any front light (indicator) for charging miss call or massage battery life not good medium use one day life back side is  vary slippy display is ok ok
2,This phone doesn't have automatic call Recorder and when I Record call manually its loudly announce  your call has been recording  I tried many applications for recording but I'm unable to record call without announcements  so if anybody want to Record calls  so please don't buy thi mobileAnd also I purchased this mobile with no cost EMI but they are charged me 17%interest  its bad experience with Amazon
3,Google Play store not working. Took one whole day for all the apps and info to be downloaded and finally had to do it through GET APPS option of MI phone. Had to transfer data thru MI MOVER.FABULOUS camera.
1,I bought this phone there is a major problem in network issue I have already returne one phone they give me another one but like same I recommend it to everyone do not buy this  model 👍
1,Having problem with speakers in new redmi 10S phone which I purchased...  basic functionality calls not working properly at all - voice is not at all clear in between cut cut.... infact If we spend 1000 rupees & go for basic mobile  incoming & outgoing calls facility works awesome. But Redmi10S worst. Also the Redmi service center response is pathetic they are not approachable & do not accept the issue what we are facing even if we are coming up with proof. they say we have formatted software & no issue is found also they no replacement  & more over they don't even give any statement in writing verbally say no issue. We do get proof any proof for visiting Redmi service center. worst experience I faced spending 15K & buying Redmi 10S mobile. I suggest not to go for Redmi Mobile as I could see during my visit to service center many people visiting center with newly purchased mobile having one or the other issue... I will never ever suggest anybody to go for Redmi.
1,"Very owful experience first time with Amazon , Bought this for some one's gift but , Camera performance very poor in front camera and rear camera . It's latest vision and quality of Camera very poor don't know it's defective phone received or not !! and replacement is always not available and technician also not available I m very very desapointed with the service and product"
1,"Dear Sir / Madam,I am writing to you to raise an issue about: Mobile Phone and accessoriesThe issue that I have experienced was: I have booked a new mobile ( Redmi Note 10 S ) dated 9th-June-2021 from Amazon and received its delivery on dated 11th-June-2021, When i start using it, I faced a voice disturbance issue initially, I cross-checked my mobile network sim car by placing it in my old phone but there is no connectivity or network issue in my sim cardThen  I tried to reach Xiaomi via their website to customer care & emailed my issue but still, there is no such positive response from their side and still, I am facing such issue"
1,"Please try not to buy this model because I used all the models from Redmi. This is not at all working good.The first mobile after returning(due to Network and High Temperature issue) I got another 10S but this one too is a faulty one. apps hanging, camera not good , battery draining off quickly in stand by mode. I purchased this one by reading positive reviews but u will feel regret after buying this one. don't waste money try different model. always love amazon delivery speed and packing was not good for this product. Seller was also responsive. but fate mobile is a failure model."
5,Experience is going through. Almost good 😊
1,I got the phone delivered from amazon and charged it. Within 15 mins it overheated like an portable iron box. Then I requested for a refund but Amazon scheduled a technician visit then I got a replacement. It had the same issue. Now they issued a refund. The build quality of the phone is bad which is causing battery issues. I won’t recommend anyone buying this device.
5,"The phone is overall very impressive. After my first few days of basic usage, I can that it is smooth and fast with no lag. The camera is impressive in this price range. The UI is also nice and easy to use. Battery is good but not amazing. The sleek and lightweight build adds on to the value. On the whole I would say Redmi Note 10S is worth the penny.Review is based on first week of usage only."
1,"Very bad camera quality,Front camera-in night front camera is like vga camera,no details in picture.Back camera-in daylight if capture a photo no details is seen,if u zoom the image every part of the pic is blurrVideo camera -my previous realme u1 was far ahed of this that was only 13 mp camera.Front camera-1/5Back camera-1/5Video -1/5Processor is also bad pubg in smooth and ultra settings the phn is heating too tooo tooo much."
1,After 10 days of use i am sharing experience. Incoming Audio is not clearPhotos are not natural at allFinger touch westAutorotate sensor not at allworking. You need to do manually.West product. This should less than 7k
1,"I can't imagine that this is Redmi phone, I am using Redmi brand from last 6 years and this is my third mobile set of Redmi.I am not satisfied and even suggest to others, don't buy any redmi more then 10k and above, its not working well in most of the parameters, so only purchase les. Then 10k price Redmi mobile, don't go much higher.I am totally dissatisfied with my latest Redmi note 10 S, if MI company give me chance I will pay and purchase Redmi 10 pro...I would not prefer 10S.So be care....."
5,"I've been using this phone for a week and I'm quite happy with the product.Battery life - The battery is most capable and can stand for more than a day. It also charges very fast. I'm really satisfied with it. (5/5)Fingerprint sensor -  The sensor is good enough and scans the fingerprint just fine. I personally find the sensor on the power button, a tad bit weird. I'm not used to it, so it's not my favorite thing. I would have liked a facial recognition scanner better. My previous phone had one and I find it a bit lacking now. (4.5/5)Camera - As most reviews have stated, the camera is not the phone's best feature. If you need a high quality camera and that is a deal breaker, then do not go for this phone. The camera is not bad. It's just not the best out there. (The dark mode is quite good though.) (3.75/5)Display - The display is one of my favorite things in this phone. It has an amoled display and it is just great. I love using it to watch YouTube videos and Netflix. (5/5)Speaker - The speaker is just WONDERFUL. I'm very big on music. So the speakers play a huge part for me and I am very satisfied. The phone speakers are loud and clear. I love the clarity it gives on the headphones too. (5/5)The RAM - The phone has a 6GB RAM. I'm not a gamer but I find the phone to function very well. It's fast, it doesn't lag at all. No hanging or freezing. (4.5/5)Weight - Another great feature about this phone is that it is very light. It is easy to hold and doesn't feel heavy while carrying it. (5/5)I recommend it to anyone who doesn't have a very high expectation on the camera."
1,"I have compared the phone with a much lesser price Redmi note 10, In almost all factors the RMN10 is better. Am not a gaming person. Even using the camera the phone was heating. Am disappointed in buying this device. One of the worst phones I have bought from Redmi.  I have buying Redmi phones since 2015, till now I have bought 8 Redmi phones. This is the only phone was disappointed.Selfie camera in low light is pathetic.64 MB camera performers are inconsistent. Some pics are good"
